Title,Precio_USD,Fecha_de_publicacion,Visualizaciones,Dimension_terreno,Dimension_propiedad,Ambientes,Banos,Dormitorios,Tipo,Años_antiguedad,Operacion,Zona,Zona2,Superdestacado
Departamento · 78m² · 4 Ambientes,140000,7/12/23,69,78,78,4,1,3,Departamento,"60
años",Venta,Capital Federal,Retiro,superdestacado
Departamento · 138m² · 5 Ambientes · 1 Cochera,420000,2023-08-22T18:32:52.000Z,15,138,138,5,4,4,Departamento,"10
años",Venta,Capital Federal,Caballito,simple
Departamento · 47m² · 2 Ambientes,122000,2023-09-05T21:38:49.000Z,15,55,47,2,1,1,Departamento,En construccion,Venta,Capital Federal,Villa Urquiza,simple
Departamento · 51m² · 2 Ambientes,73500,5/22/23,0,57,51,2,2,1,Departamento,En construccion,Venta,Capital Federal,Almagro,superdestacado
Departamento · 40m² · 1 Ambiente,460,2023-08-01T14:15:01.000Z,0,40,40,1,1,0,Departamento,"8
años",Alquiler Temporal,Capital Federal,Barrio Norte,simple
"Monroe Life! - Villa Urquiza - Emprendimiento 1,2,3 y 4 Amb",180000,2023-06-27T13:51:25.000Z,113,237,237,3,3,0,Desarrollos inmobiliarios en venta,,Venta,Capital Federal,Villa Urquiza,superdestacado
Departamento · 42m² · 2 Ambientes,80000,4/27/23,0,42,42,2,1,1,Departamento,"40
años",Venta,Capital Federal,Centro / Microcentro,simple
,109000,10/5/22,160,84,41,2,0,1,PH,"60
años",Venta,Capital Federal,Chacarita,superdestacado
,109000,4/13/23,15,45,41,2,1,1,Departamento,0 años,Venta,Capital Federal,Caballito,simple
,124500,4/1/22,16,66,63,3,1,2,Departamento,"50
años",Venta,Capital Federal,Villa Ortuzar,simple
Oportunidad. 4 Ambientes a Nuevo / Depend. Baulera Patio,250000,,0,120,100,4,2,3,Departamento,"60
años",Venta,Capital Federal,Palermo,superdestacado
"Torre Bella, Departamento de 5 Ambientes con Dependencia - Palermo",950000,4/1/22,0,218,197,5,3,3,Terrenos,0 años,Venta,Capital Federal,Palermo,simple
"Departamento en Venta en Núñez, Capital Federal, Buenos Aires",235000,10/6/22,0,109,66,3,2,2,Departamento,"29
años",Venta,Capital Federal,Núñez,superdestacado
Cnel Díaz y Cerviño - Torre Pampuro - Fte Todo Luz y Sol - Seg - Coch Fija,450000,8/16/22,0,144,120,4,2,3,Departamento,"45
años",Venta,Capital Federal,Palermo,simple
1300 m² - Pasco 1183 - 2 y 3 Piso - Almagro,6500,10/31/22,0,0,1300,0,3,0,Depósito,"20
años",Alquiler,Capital Federal,Almagro,simple
Venta Departamento 1 Ambiente. Villa Crespo,50500,4/3/23,0,25,29,1,1,0,Departamento,"5
años",Venta,Capital Federal,Villa Crespo,simple
Monoambiente Grande - Palermo - Charcas Al 4600,105000,6/10/19,0,40,38,1,1,0,Departamento,"7
años",Venta,Capital Federal,Palermo,simple
,320000,5/11/23,0,109,89,0,1,0,Local Comercial,0 años,Venta,Capital Federal,Villa del Parque,superdestacado
,87000,7/3/23,54,35,35,2,1,1,Departamento,"40
años",Venta,Capital Federal,Palermo,superdestacado
,105000,6/9/23,0,32,29,1,1,0,Departamento,0 años,Venta,Capital Federal,Villa Urquiza,superdestacado
,93900,8/1/23,0,38,33,1,1,0,Departamento,En construccion,Venta,Capital Federal,Caballito,superdestacado
Casa · 130m² · 4 Ambientes,159000,2023-03-14T12:19:44.000Z,31,130,130,4,1,3,Casa,"48
años",Venta,Capital Federal,Flores,simple
Departamento · 38m² · 2 Ambientes,56000,6/27/22,0,40,38,2,1,1,Departamento,0 años,Venta,Capital Federal,Parque Avellaneda,simple
Departamento · 57m² · 2 Ambientes · 1 Cochera,262200,7/15/23,0,57,57,2,1,1,Departamento,0 años,Venta,Capital Federal,Puerto Madero,simple
Departamento · 39m² · 1 Ambiente,107500,2023-05-09T21:07:55.000Z,76,45,39,1,1,0,Departamento,0 años,Venta,Capital Federal,Palermo,simple
Departamento · 95m² · 4 Ambientes,246,5/23/23,0,95,95,4,1,3,Departamento,"24
años",Alquiler,Capital Federal,Flores,destacado
Departamento · 60m² · 4 Ambientes,65000,5/19/23,0,60,60,4,1,3,Departamento,"45
años",Venta,Capital Federal,Almagro,simple
Departamento · 27m² · 1 Ambiente,78,1/9/21,0,27,27,1,1,1,Departamento,"27
años",Alquiler Temporal,Capital Federal,Saavedra,free
Departamento · 185m² · 5 Ambientes,3500,2023-06-09T22:05:49.000Z,0,185,185,5,2,3,Departamento,"35
años",Alquiler Temporal,Capital Federal,Retiro,simple
Departamento · 38m²,122000,2021-10-18T20:15:07.000Z,0,38,38,0,1,0,Departamento,,Venta,Capital Federal,Almagro,simple
PH · 79m² · 4 Ambientes · 1 Cochera,185000,2022-05-26T13:51:06.000Z,33,116,79,4,2,3,PH,"24
años",Venta,Capital Federal,Villa del Parque,simple
Departamento · 48m² · 3 Ambientes,145000,2022-11-16T16:34:04.000Z,50,48,48,3,1,2,Departamento,"45
años",Venta,Capital Federal,Barrio Norte,superdestacado
Departamento · 60m² · 3 Ambientes · 1 Cochera,115000,2022-10-26T23:10:32.000Z,95,69,60,3,2,2,Departamento,"30
años",Venta,Capital Federal,Villa del Parque,simple
,479900,4/23/23,0,727,312,5,5,4,Casa,"56
años",Venta,Capital Federal,Villa Luro,simple
,145000,3/23/23,323,76,66,3,2,2,Departamento,"35
años",Venta,Capital Federal,Belgrano,destacado
,10656,5/17/22,0,592,592,0,3,0,Local Comercial,"40
años",Alquiler,Capital Federal,Catalinas,simple
En Venta! Oficina en Venta Zona Abasto,27000,9/8/20,0,40,40,0,1,0,Local Comercial,"50
años",Venta,Capital Federal,Abasto,simple
"4 Amb con Dependencia Apto Prof Hiper Luminoso, con Cochera Fija Cubierta",265000,2/8/21,0,105,93,4,2,3,Departamento,"45
años",Venta,Capital Federal,Palermo,simple
Juncal y Libertador Depto Piso 11º Venta 2amb Recoleta Fte Tdo Luz y Sol Vista Abierta Panoramica,105000,4/8/21,0,31,31,2,1,1,Departamento,"45
años",Venta,Capital Federal,Recoleta,simple
Departamento en Venta - 3 Ambientes - Zona Liniers,90000,2/21/22,0,55,55,3,1,2,Departamento,"35
años",Venta,Capital Federal,Liniers,simple
Oportunidad Semipiso 3 Ambientes Colegiales. Muy Luminoso,115000,12/5/22,0,50,50,3,1,2,Departamento,"45
años",Venta,Capital Federal,Colegiales,superdestacado
Terreno Venta - Villa Urquiza - Lote en Esquina / Usam Pb 5 Pisos 2 Retiros,395000,3/21/23,0,280,199,0,0,0,Terrenos,"50
años",Venta,Capital Federal,Coghlan,simple
Belaustegui 2200 Dpto 2 Ambientes en Venta,120000,12/10/22,0,40,35,2,1,1,Departamento,0 años,Venta,Capital Federal,Villa Santa Rita,destacado
Dto 3 Amb Al Fte con Balcon,82000,4/21/23,0,0,55,3,1,2,Departamento,"45
años",Venta,Capital Federal,Villa Luro,simple
,167000,8/17/23,0,70,58,3,2,2,Departamento,En construccion,Venta,Capital Federal,Villa Crespo,simple
,165000,4/23/22,0,68,63,3,1,2,Departamento,,Venta,Capital Federal,Caballito,simple
,2200000,9/16/20,0,255,231,4,3,3,Departamento,0 años,Venta,Capital Federal,Puerto Madero,simple
,164500,7/2/23,0,84,69,3,2,2,Departamento,En construccion,Venta,Capital Federal,Villa Urquiza,simple
Departamento · 70m² · 3 Ambientes,149500,2023-07-04T17:52:09.000Z,101,78,70,3,1,2,Departamento,"40
años",Venta,Capital Federal,Belgrano,superdestacado
Oficina comercial · 100m² · 3 Ambientes,89,2023-03-02T21:24:52.000Z,21,100,100,3,0,0,Local Comercial,"39
años",Alquiler,Capital Federal,Centro / Microcentro,simple
PH · 64m² · 2 Ambientes,74000,2023-09-01T12:11:54.000Z,99,64,64,2,1,1,PH,"50
años",Venta,Capital Federal,Monte Castro,superdestacado
Departamento · 67m² · 1 Ambiente · 1 Cochera,169000,3/17/23,0,75,67,1,1,0,Departamento,"11
años",Venta,Capital Federal,La Boca,simple
Departamento · 45m² · 1 Ambiente,750,2023-08-20T16:23:21.000Z,16,45,45,1,1,1,Departamento,"40
años",Alquiler Temporal,Capital Federal,Belgrano,simple
Oficina comercial · 846m²,9000,2022-05-10T19:40:42.000Z,0,866,846,0,0,0,Local Comercial,0 años,Alquiler,Capital Federal,Centro / Microcentro,simple
PH · 74m² · 3 Ambientes,75000,8/12/22,0,83,74,3,1,2,PH,"60
años",Venta,Capital Federal,Parque Avellaneda,destacado
Oficina comercial · 135m²,400000,2022-07-11T19:10:20.000Z,0,135,135,0,0,0,Local Comercial,En construccion,Venta,Capital Federal,Recoleta,simple
Garage · 16m²,8000,2021-11-02T16:28:46.000Z,0,16,16,0,0,0,Cochera,"20
años",Venta,Capital Federal,Tribunales,simple
Edificio · 500m² · 20 Ambientes,330000,2020-09-17T14:15:25.000Z,0,515,500,20,0,0,Edificio,0 años,Venta,Capital Federal,Constitución,simple
Departamento · 56m² · 3 Ambientes,69000,1/18/23,0,57,56,3,1,2,Departamento,"60
años",Venta,Capital Federal,Tribunales,simple
Departamento · 37m² · 1 Ambiente,69000,2/5/21,31,37,37,1,1,0,Departamento,"11
años",Venta,Capital Federal,Barrio Norte,simple
Departamento · 88m² · 3 Ambientes,191000,2023-04-11T13:12:24.000Z,0,109,88,3,2,2,Departamento,0 años,Venta,Capital Federal,Villa Urquiza,simple
,400000,4/29/21,34,80,80,3,2,2,Departamento,"10
años",Venta,Capital Federal,Palermo,destacado
,99000,5/19/22,0,45,45,2,1,1,Departamento,"40
años",Venta,Capital Federal,Caballito,simple
,1500,1/10/23,0,220,212,6,2,4,Departamento,"70
años",Alquiler Temporal,Capital Federal,Recoleta,simple
Pereyra Lucena 2500 3 Amb. 109 m. Barrio Norte,350000,11/16/22,0,0,109,3,2,2,Departamento,"30
años",Venta,Capital Federal,Barrio Norte,simple
Local/oficina 80 m² Más Subsuelo Av Segurola Monte Castro,130000,1/15/23,0,80,80,0,3,0,Local Comercial,"40
años",Venta,Capital Federal,Monte Castro,superdestacado
Vta 3 Amb. Fte. 10 Años Antg. Coc Integ. Bño Comp. Blcon Terrza. Lav. Impecable!,128000,11/21/18,0,74,74,3,1,2,Departamento,"10
años",Venta,Capital Federal,Caballito,destacado
Departamento · 57m² · 3 Ambientes,127000,3/9/23,0,57,57,3,1,2,Departamento,"40
años",Venta,Capital Federal,Belgrano,simple
PH · 64m² · 2 Ambientes,129000,2023-01-25T18:19:06.000Z,0,79,64,2,1,1,PH,"58
años",Venta,Capital Federal,Villa Ortuzar,simple
Departamento · 119m² · 4 Ambientes,179000,12/19/22,0,119,119,4,2,3,Departamento,"53
años",Venta,Capital Federal,Recoleta,simple
,115000,7/25/23,0,146,67,0,1,2,Departamento,"60
años",Venta,Capital Federal,Barracas,simple
,1350000,8/17/23,0,265,265,0,2,0,Local Comercial,"20
años",Venta,Capital Federal,Núñez,simple
,195000,7/11/23,21,346,110,4,3,3,Casa,"18
años",Venta,Capital Federal,Flores,simple
,120000,11/27/20,23,46,44,1,1,0,Departamento,"1
años",Venta,Capital Federal,Núñez,simple
,130000,7/21/23,65,65,60,3,2,2,Departamento,0 años,Venta,Capital Federal,Almagro,simple
Oficina comercial · 67m² · 3 Ambientes,35,2022-02-08T03:42:42.000Z,68,67,67,3,0,0,Local Comercial,0 años,Alquiler,Capital Federal,Centro / Microcentro,simple
Departamento · 164m² · 4 Ambientes · 1 Cochera,570000,2021-10-12T22:43:12.000Z,34,174,164,4,4,3,Departamento,"50
años",Venta,Capital Federal,Belgrano,simple
Oficina comercial · 1565m²,900000,2022-07-11T19:10:28.000Z,0,1565,1565,0,0,0,Local Comercial,"70
años",Venta,Capital Federal,Once,simple
Departamento · 30m² · 1 Ambiente,650,2023-07-14T19:28:29.000Z,0,34,30,1,1,0,Departamento,"10
años",Alquiler Temporal,Capital Federal,Palermo,simple
Departamento · 23m² · 1 Ambiente,48500,4/13/23,0,38,23,1,1,0,Departamento,"40
años",Venta,Capital Federal,Belgrano,destacado
Departamento · 42m² · 2 Ambientes,109000,2023-08-01T23:05:34.000Z,33,48,42,2,1,1,Departamento,0 años,Venta,Capital Federal,Villa Crespo,superdestacado
Departamento · 194m² · 5 Ambientes · 1 Cochera,3000,2023-02-24T18:37:41.000Z,30,202,194,5,2,3,Departamento,"40
años",Alquiler,Capital Federal,Recoleta,superdestacado
Departamento · 47m² · 2 Ambientes,113000,3/28/23,0,47,47,2,1,1,Departamento,0 años,Venta,Capital Federal,Caballito,superdestacado
Departamento · 32m² · 1 Ambiente,115000,2023-03-31T17:24:47.000Z,122,79,32,1,1,1,Departamento,"70
años",Venta,Capital Federal,Belgrano,simple
Departamento · 47m² · 3 Ambientes,89000,5/9/23,0,61,47,3,1,2,Departamento,"45
años",Venta,Capital Federal,Parque Patricios,simple
Departamento · 50m² · 2 Ambientes,550,5/10/23,0,60,50,2,1,1,Departamento,"1
años",Alquiler,Capital Federal,Almagro,superdestacado
Casa · 110m² · 3 Ambientes · 1 Cochera,204900,12/12/22,0,272,110,3,1,2,Casa,"50
años",Venta,Capital Federal,Mataderos,superdestacado
,105000,2/8/23,124,66,63,3,1,2,Departamento,"48
años",Venta,Capital Federal,Parque Centenario,simple
,98000,11/3/22,0,68,55,3,2,2,Departamento,"40
años",Venta,Capital Federal,Almagro,simple
,250000,9/23/21,0,128,82,3,2,2,Departamento,En construccion,Venta,Capital Federal,Palermo,simple
Venta Monoambiente Amenities a Estrenar Oportunidad Inversores,44900,3/19/23,0,21,21,1,1,0,Departamento,0 años,Venta,Capital Federal,Boedo,simple
Departamento · 68m² · 4 Ambientes,139000,5/16/23,0,72,68,4,1,3,Departamento,"25
años",Venta,Capital Federal,Palermo,superdestacado
PH · 45m² · 2 Ambientes,100000,2023-01-27T00:06:15.000Z,79,50,45,2,1,1,PH,"12
años",Venta,Capital Federal,Flores,free
Departamento · 40m² · 2 Ambientes,500,2023-06-16T19:32:18.000Z,99,70,40,2,1,1,Departamento,"50
años",Alquiler,Capital Federal,Caballito,simple
Departamento · 50m² · 2 Ambientes,155000,2022-03-31T16:20:30.000Z,0,59,50,2,1,1,Departamento,En construccion,Venta,Capital Federal,Palermo,destacado
Monoambiente con Cochera y Amenities en Recoleta,140000,10/19/20,0,40,40,1,1,0,Departamento,"5
años",Venta,Capital Federal,Recoleta,simple
,285000,8/29/23,58,137,137,4,1,3,Departamento,"70
años",Venta,Capital Federal,Recoleta,superdestacado
,48000,8/11/23,0,40,40,0,1,0,Local Comercial,"40
años",Venta,Capital Federal,Villa Lugano,simple
,750000,4/1/19,0,220,215,4,2,3,Departamento,"70
años",Venta,Capital Federal,Barrio Norte,simple
,330000,6/24/23,156,355,220,6,4,5,Casa,,Venta,Capital Federal,Villa del Parque,simple
,270000,8/16/23,186,81,81,3,1,2,Departamento,"45
años",Venta,Capital Federal,Palermo,simple
Departamento · 37m² · 2 Ambientes,131500,2023-04-17T19:42:58.000Z,0,50,37,2,2,1,Departamento,,Venta,Capital Federal,Belgrano,simple
Departamento · 68m² · 3 Ambientes · 1 Cochera,143000,2023-04-03T15:48:06.000Z,25,71,68,3,2,2,Departamento,"9
años",Venta,Capital Federal,Liniers,superdestacado
Departamento · 80m² · 3 Ambientes,2000,2023-07-10T23:46:10.000Z,0,200,80,3,1,2,Departamento,"10
años",Alquiler Temporal,Capital Federal,Barrio Norte,simple
Departamento · 38m² · 2 Ambientes,130000,2023-03-15T23:03:36.000Z,0,46,38,2,1,1,Departamento,En construccion,Venta,Capital Federal,Palermo,superdestacado
Departamento · 60m² · 2 Ambientes · 1 Cochera,1500,2023-08-15T13:00:16.000Z,63,70,60,2,2,1,Departamento,"10
años",Alquiler,Capital Federal,Puerto Madero,simple
Departamento · 45m² · 1 Ambiente,85000,2023-06-13T19:32:10.000Z,47,45,45,1,1,1,Departamento,0 años,Venta,Capital Federal,Villa Crespo,simple
Departamento · 338m² · 6 Ambientes · 2 Cocheras,840000,4/15/23,0,338,0,6,3,4,Departamento,"45
años",Venta,Capital Federal,Belgrano,superdestacado
PH · 63m² · 2 Ambientes,125000,2/24/23,0,68,63,2,2,1,PH,0 años,Venta,Capital Federal,Villa del Parque,simple
Departamento · 70m² · 3 Ambientes,135000,3/15/22,0,70,70,3,1,2,Departamento,"35
años",Venta,Capital Federal,Belgrano,simple
Oficina comercial · 1322m² · 13 Cocheras,39660,12/16/21,0,1322,1322,0,4,0,Local Comercial,0 años,Alquiler,Capital Federal,Puerto Madero,simple
Oficina comercial · 113m² · 3 Ambientes,279,2022-11-14T18:32:45.000Z,0,113,113,3,1,0,Local Comercial,"40
años",Alquiler,Capital Federal,Monserrat,simple
Departamento · 69m² · 3 Ambientes,151500,3/23/23,0,74,69,3,2,2,Departamento,0 años,Venta,Capital Federal,Núñez,superdestacado
Local comercial · 32m²,185000,2023-08-28T13:00:09.000Z,0,33,32,0,1,0,Local Comercial,0 años,Venta,Capital Federal,Barrio Norte,simple
Departamento · 37m² · 2 Ambientes,70000,2022-08-18T21:19:21.000Z,386,48,37,2,1,1,Departamento,"48
años",Venta,Capital Federal,Recoleta,simple
Oficina comercial · 1184m² · 8 Cocheras,37902,2022-06-14T19:32:31.000Z,0,1184,1184,0,0,0,Local Comercial,0 años,Alquiler,Capital Federal,Catalinas,simple
Planta Baja Luminoso y Refaccionado a Nuevo,99000,3/29/23,0,70,70,3,1,2,Departamento,"87
años",Venta,Capital Federal,Congreso,simple
Departamento 5 Ambientes en Venta en Flores a Estrenar,320000,3/31/23,0,154,119,5,4,4,Departamento,0 años,Venta,Capital Federal,Flores,simple
Departamento - Palermo,230000,2/15/22,0,90,90,0,1,0,Departamento,"70
años",Venta,Capital Federal,Palermo,simple
"1amb, 2 Amb y 3amb en Lo Mejor de Belgrano. Entrega Inmediata.",105000,9/2/22,0,38,34,1,1,0,Departamento,0 años,Venta,Capital Federal,Belgrano,simple
Av Rivadavia Al 1200 Oficina Enal Alquiler,18,10/14/22,0,17,17,1,1,0,Local Comercial,"50
años",Alquiler,Capital Federal,Centro / Microcentro,simple
Departamento Venta - 3 Ambientes a Estrenar - Palermo Crespo,195000,8/31/22,0,76,62,3,1,2,Departamento,,Venta,Capital Federal,Palermo,simple
Departamento - Colegiales,212000,6/25/21,0,78,71,3,1,2,Departamento,En construccion,Venta,Capital Federal,Colegiales,simple
1.150 m² Av Juan B Justo 4350 Caballito,550000,4/6/20,0,0,250,0,4,0,Terrenos,"20
años",Venta,Capital Federal,Caballito,simple
Av Avellaneda 1900 Flores 1amb U$70.000 Apto Prof,70000,,0,32,28,1,1,0,Departamento,"5
años",Venta,Capital Federal,Flores,simple
"Venta Emprendimiento 2 Amb, Contrafrente - Flores",82000,5/23/23,0,40,0,2,1,1,Departamento,En construccion,Venta,Capital Federal,Flores,simple
"Venta, Palermo Chico, Piso, 5 Amb, 1 Suite, 2 Cocheras, Seguridad 24 Hs, Piscina",700000,7/5/23,0,222,222,4,3,3,Departamento,"50
años",Venta,Capital Federal,Palermo,superdestacado
Venta Departamento 3 Ambientes - Villa Crespo,220000,8/1/23,0,86,78,3,2,2,Departamento,0 años,Venta,Capital Federal,Villa Crespo,superdestacado
,325000,6/30/23,18,154,129,5,1,4,Departamento,0 años,Venta,Capital Federal,Flores,simple
,113542,6/13/23,0,43,40,1,1,0,Departamento,0 años,Venta,Capital Federal,Coghlan,simple
Departamento · 30m² · 1 Ambiente,73000,2023-03-03T13:11:06.000Z,0,35,30,1,1,0,Departamento,"15
años",Venta,Capital Federal,Villa Urquiza,simple
Departamento · 95m² · 3 Ambientes,195000,2023-05-05T15:18:21.000Z,126,95,95,3,1,2,Departamento,"50
años",Venta,Capital Federal,Recoleta,superdestacado
Oficina comercial · 45m² · 4 Ambientes,51000,2022-07-18T23:21:08.000Z,30,45,45,4,0,3,Local Comercial,"40
años",Venta,Capital Federal,Centro / Microcentro,simple
Local comercial · 40m²,150,5/18/23,0,40,40,0,0,0,Local Comercial,0 años,Alquiler,Capital Federal,Flores,simple
Departamento · 30m² · 1 Ambiente,600,2023-08-10T04:55:03.000Z,0,35,30,1,1,0,Departamento,"3
años",Alquiler Temporal,Capital Federal,Palermo,simple
Fondo de Comercio · 256m²,55000,1/9/23,0,256,0,0,0,0,Fondo de Comercio,"2
años",Venta,Capital Federal,Palermo,simple
Departamento · 220m² · 6 Ambientes · 1 Cochera,2000,2021-03-13T23:27:11.000Z,98,250,220,6,3,4,Departamento,"45
años",Alquiler,Capital Federal,Recoleta,destacado
Departamento · 190m² · 4 Ambientes · 1 Cochera,3500,5/4/23,0,290,190,4,3,4,Departamento,0 años,Alquiler Temporal,Capital Federal,Recoleta,simple
Departamento · 250m² · 6 Ambientes · 2 Cocheras,1500000,2022-06-29T13:20:29.000Z,0,333,250,6,2,3,Departamento,"12
años",Venta,Capital Federal,Palermo,destacado
PH · 50m² · 3 Ambientes,119000,4/27/22,0,70,50,3,1,2,PH,"60
años",Venta,Capital Federal,Mataderos,simple
Departamento · 132m² · 4 Ambientes · 1 Cochera,420000,8/3/23,38,132,132,4,3,3,Departamento,"10
años",Venta,Capital Federal,Recoleta,superdestacado
Departamento · 32m² · 2 Ambientes,79000,5/9/23,125,32,0,2,1,1,Departamento,"50
años",Venta,Capital Federal,Recoleta,destacado
Departamento · 35m² · 1 Ambiente,201,4/22/23,0,40,35,1,1,0,Departamento,"16
años",Alquiler,Capital Federal,Belgrano,free
Oficina comercial · 176m² · 1 Cochera,4400,5/16/23,0,176,176,0,4,0,Local Comercial,0 años,Alquiler,Capital Federal,Retiro,superdestacado
Departamento · 57m² · 3 Ambientes,600,2/22/23,0,57,57,3,1,2,Departamento,0 años,Alquiler Temporal,Capital Federal,Recoleta,simple
Departamento · 92m² · 5 Ambientes,125000,2022-02-04T20:40:19.000Z,17,101,92,5,2,3,Departamento,"51
años",Venta,Capital Federal,Versalles,simple
Departamento · 41m² · 2 Ambientes,95000,7/16/21,0,47,41,2,2,1,Departamento,0 años,Venta,Capital Federal,Barracas,simple
Departamento · 34m² · 2 Ambientes,450,2023-07-22T21:40:13.000Z,146,34,34,2,1,1,Departamento,"30
años",Alquiler,Capital Federal,Barrio Norte,free
Departamento · 68m² · 3 Ambientes,162000,9/1/23,138,79,68,3,1,2,Departamento,"40
años",Venta,Capital Federal,Palermo,superdestacado
PH · 210m² · 3 Ambientes · 1 Cochera,1200,2023-01-31T07:05:32.000Z,158,397,210,3,3,2,PH,,Alquiler,Capital Federal,Villa del Parque,simple
Departamento · 40m² · 2 Ambientes,850,2023-08-24T16:53:46.000Z,0,52,40,2,1,1,Departamento,0 años,Alquiler Temporal,Capital Federal,Palermo,simple
Garage · 12m² · 1 Cochera,10000,4/3/23,0,537,12,0,0,0,Cochera,"6
años",Venta,Capital Federal,Flores,simple
Departamento · 32m² · 1 Ambiente,50000,2023-03-27T19:43:21.000Z,37,35,32,1,1,0,Departamento,0 años,Venta,Capital Federal,Villa Lugano,superdestacado
Departamento · 110m² · 4 Ambientes · 1 Cochera,270000,2022-07-11T19:11:24.000Z,0,120,110,4,2,3,Departamento,0 años,Venta,Capital Federal,Almagro,simple
PH · 53m² · 3 Ambientes,69500,8/18/23,470,81,53,3,1,2,PH,"45
años",Venta,Capital Federal,Villa Pueyrredón,superdestacado
Departamento 2 Ambientes Al Frente con Patio,114000,5/18/23,0,50,45,2,1,1,Departamento,"6
años",Venta,Capital Federal,Belgrano,simple
Funcional Departamento 3 Ambientes en Zona Premium. Apto Profesional o Airbnb,145000,3/20/23,0,54,54,3,1,2,Departamento,"40
años",Venta,Capital Federal,Belgrano,superdestacado
Olleros y Migueletes - Semipiso 145 m² - Cochera y Baulera. Impecable.,365000,8/31/22,0,145,145,4,2,3,Departamento,"40
años",Venta,Capital Federal,Belgrano,superdestacado
Venta • Mataderos • Zelada 6400 • Casa,93000,7/26/22,0,63,60,3,1,2,Casa,0 años,Venta,Capital Federal,Mataderos,superdestacado
Departamento - San Telmo - Venta - 3 Ambientes,135000,11/2/22,0,79,76,3,1,2,Departamento,"66
años",Venta,Capital Federal,San Telmo,simple
Excelente Dpto en Microcentro,1300,7/27/22,0,84,80,3,1,2,Departamento,"80
años",Alquiler,Capital Federal,Centro / Microcentro,simple
Venta PH 4 Ambientes Terraza y Parrilla Belgrano,250000,3/21/23,0,119,68,4,2,3,PH,"53
años",Venta,Capital Federal,Belgrano,simple
Departamento - Venta - 2 Amb - Puerto Madero,624000,4/27/23,0,91,74,2,1,1,Departamento,0 años,Venta,Capital Federal,Puerto Madero,superdestacado
Monoambiente con Cochera.,62000,8/4/23,0,35,0,1,1,0,Departamento,"30
años",Venta,Capital Federal,Coghlan,destacado
Departamento en Venta Palermo Soho 3 Amb con Patio,125000,8/7/23,0,81,55,3,1,2,Departamento,"53
años",Venta,Capital Federal,Palermo,simple
Local comercial · 51m²,57500,2023-02-13T16:55:51.000Z,0,51,51,0,1,0,Local Comercial,"18
años",Venta,Capital Federal,Pompeya,simple
,143500,8/28/20,0,51,44,2,1,1,Departamento,,Venta,Capital Federal,Villa Urquiza,simple
,63000,10/2/20,17,30,30,1,1,1,Departamento,"4
años",Venta,Capital Federal,Villa Santa Rita,simple
,140000,11/27/20,67,70,37,2,1,1,Departamento,"50
años",Venta,Capital Federal,Recoleta,simple
,150000,7/25/23,21,75,75,1,1,1,Departamento,"3
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 36m² · 2 Ambientes,82900,5/9/23,0,52,36,2,1,1,Departamento,,Venta,Capital Federal,Boedo,superdestacado
Casa · 950m² · 8 Ambientes · 4 Cocheras,2250000,2022-12-07T20:32:22.000Z,76,1100,950,8,8,7,Casa,0 años,Venta,Capital Federal,Belgrano,simple
Departamento · 42m² · 2 Ambientes,63000,8/23/23,187,42,42,2,1,1,Departamento,"50
años",Venta,Capital Federal,Almagro,superdestacado
Departamento · 80m² · 4 Ambientes · 1 Cochera,230000,2023-06-02T20:04:08.000Z,75,84,80,4,2,3,Departamento,"40
años",Venta,Capital Federal,Belgrano,superdestacado
,339000,11/18/22,54,156,156,4,2,3,Departamento,"60
años",Venta,Capital Federal,Recoleta,superdestacado
,98000,5/12/22,58,82,39,2,1,1,PH,"10
años",Venta,Capital Federal,Monte Castro,simple
,105000,4/6/19,0,103,48,3,1,2,PH,"40
años",Venta,Capital Federal,Mataderos,simple
Local comercial · 200m²,395000,2023-08-28T04:58:11.000Z,0,200,200,0,2,0,Local Comercial,"20
años",Venta,Capital Federal,Palermo,destacado
Departamento · 59m² · 3 Ambientes,36000,2/17/23,0,62,59,3,1,2,Departamento,"48
años",Venta,Capital Federal,Villa Lugano,simple
Departamento · 33m² · 1 Ambiente,116500,1/26/21,20,56,33,1,1,0,Departamento,0 años,Venta,Capital Federal,Palermo,superdestacado
Departamento · 30m²,179,2023-08-31T19:31:05.000Z,761,30,30,0,0,0,Departamento,0 años,Alquiler,Capital Federal,Congreso,simple
Oficina comercial · 140m² · 2 Cocheras,395000,2022-12-14T22:21:48.000Z,0,140,140,0,2,0,Local Comercial,"22
años",Venta,Capital Federal,Retiro,superdestacado
,170000,12/29/21,68,60,48,2,1,1,Departamento,"2
Años",Venta,Capital Federal,Palermo,simple
Departamento · 69m² · 2 Ambientes · 1 Cochera,260000,5/12/23,0,69,69,2,1,1,Departamento,"15
años",Venta,Capital Federal,Palermo,superdestacado
Departamento · 124m² · 4 Ambientes,230000,2022-11-17T23:10:54.000Z,152,128,124,4,3,3,Departamento,"60
años",Venta,Capital Federal,Palermo,simple
Departamento · 62m² · 3 Ambientes · 1 Cochera,207000,2023-08-04T23:03:10.000Z,36,120,62,3,1,2,Departamento,0 años,Venta,Capital Federal,Saavedra,superdestacado
Departamento · 47m² · 3 Ambientes,75000,2022-01-05T12:37:57.000Z,21,53,47,3,1,2,Departamento,"40
años",Venta,Capital Federal,Villa Luro,simple
